titulo,tipo,ano,capa,sinopse,categoria
When Generations Connect: LGBT Youth & Elders,Filme,2013.0,https://image.tmdb.org/t/p/w500/cAOhozsMKzcLZ82DyIc2QVMrArK.jpg,,Cinema Sáfico & LGBT+
LGBT: Lethal Gay Butcher of Terror,Filme,2023.0,https://image.tmdb.org/t/p/w500/wTTsyWt60oGZj22xFsHVbrcrYuA.jpg,,Terror
Folclore Sáfico,Filme,,https://image.tmdb.org/t/p/w500/7iUsOkgaEST7JAy17VbRe563Zd5.jpg,,Cinema Sáfico & LGBT+
A Sapatona Galáctica,Filme,2025.0,https://image.tmdb.org/t/p/w500/ubZ5K51GniC7pilzewIUIBeaDRs.jpg,"A introvertida Princesa Saira, filha das extravagantes rainhas lésbicas do planeta Clitópolis, fica devastada quando sua namorada, a caçadora de recompensas Kiki, de repente termina com ela por a achar muito carente. Quando Kiki é sequestrada pelos Maliens Brancos e Heterossexuais – incels esquecidos do futuro – Saira precisa deixar o conforto do espaço gay para entregar o resgate solicitado: seu Royal Labrys, a arma mais poderosa da comunidade lésbica. O único problema é... Saira não a tem! E conta apenas com 24 horas para tentar salvar Kiki.",Ficção Científica
Sydney Gay and Lesbian Mardi Gras,Série,1994.0,https://image.tmdb.org/t/p/w500/jSVpE1SFKdcfHtMloYVmN9dc0ge.jpg,,Cinema Sáfico & LGBT+
The Lesbian Homie,Série,2023.0,https://image.tmdb.org/t/p/w500/7k6IhdFIQekCi0QICiBKrXVJ2kt.jpg,,Blockbusters & Fura-Bolha
The Lesbian Bar Project,Série,2022.0,https://image.tmdb.org/t/p/w500/d0nwdcpyjtSs9cDisc5hoUBYvQJ.jpg,,Blockbusters & Fura-Bolha
Matadores de Vampiras Lésbicas,Filme,2009.0,https://image.tmdb.org/t/p/w500/1PrCRxFOs18EKxy2FrqN3tmubA4.jpg,"Com suas mulheres tendo sido escravizadas por um bando de vampiras lésbicas, os homens restantes de uma cidade rural mandam dois rapazes desafortunados para as charnecas como um sacrifício.",Cinema Sáfico & LGBT+
Lesbian Psycho,Filme,2024.0,https://image.tmdb.org/t/p/w500/bmn0fTzJM3tF1AKzO4B3jm3Grak.jpg,,Blockbusters & Fura-Bolha
Mães Lésbicas,Filme,1972.0,https://image.tmdb.org/t/p/w500/y8xfGXdJWKpID5Acl7kM2lorkcf.jpg,"Com entrevistas justapostas ao povo fala, as videastas investigam experiências de mulheres lésbicas com a maternidade, em confronto com opiniões do senso comum e de psicólogos, reveladoras da homofobia da sociedade.",Cinema Sáfico & LGBT+
Lesbian Simulator,Filme,2025.0,https://image.tmdb.org/t/p/w500/mIAq9RwgESKvujQiaGLGOFnWqET.jpg,,Blockbusters & Fura-Bolha
The Black Lesbian Handbook,Série,2015.0,,,Blockbusters & Fura-Bolha
Lesbian.,Filme,2020.0,https://image.tmdb.org/t/p/w500/iXk4BgsERaPOSE9bNlyMmqvTLt3.jpg,,Blockbusters & Fura-Bolha
Lesbian Argument,Filme,2017.0,,,Blockbusters & Fura-Bolha
Lesbian Whale,Filme,2015.0,https://image.tmdb.org/t/p/w500/97BbX6DUua8CDwdTKjoMzGZ2jKL.jpg,,Blockbusters & Fura-Bolha
Lesbian Custody,Filme,2025.0,https://image.tmdb.org/t/p/w500/971BPxFmNCfqxnSIg9X86F1bQ5G.jpg,,Blockbusters & Fura-Bolha
Lesbian Lines,Filme,2026.0,https://image.tmdb.org/t/p/w500/xq38ygWktbtPGYRJFbcL5nVJ9Wa.jpg,,Blockbusters & Fura-Bolha
Lesbian Miserables,Filme,2022.0,https://image.tmdb.org/t/p/w500/rjJFXI2zz8tsRxJQaEz2djvTgqd.jpg,,Blockbusters & Fura-Bolha
The Lesbian Guide to Straight Sex,Série,2019.0,https://image.tmdb.org/t/p/w500/hgOQI3wlm22WWuLq0Elsx3CNrly.jpg,,Blockbusters & Fura-Bolha
Lesbian Ditch Day,Filme,2026.0,https://image.tmdb.org/t/p/w500/2m6SIJjqrldWG9MynEgtoFDJS9h.jpg,,Blockbusters & Fura-Bolha
Homem-Aranha: A Série Animada,Série,1994.0,https://image.tmdb.org/t/p/w500/djtaj7BaymIoAwbNPGfnORUqwO9.jpg,"Após ser mordido por uma aranha radioativa, o jovem Peter Parker descobre que tem superpoderes de aranha. Esperando usar os recém-descobertos poderes para alcançar fama e fortuna, causa indiretamente a morte do seu tio Ben ao recusar ajudar um polícia a apanhar um criminoso. Recebendo uma lição de humildade pelo falhanço, resolve usar os seus talentos para lutar contra o crime e torna-se o super-herói Homem-Aranha. Enquanto luta contra supervilões, Peter tenta conciliar a vida pessoal, incluindo a namorada Mary Jane e o seu trabalho de fotógrafo no Clarim Diário.",Universo Marvel (MCU)
Homem-Aranha,Filme,2002.0,https://image.tmdb.org/t/p/w500/RbZQL5hXmydecu82UHw9ZGyytB.jpg,"Peter Parker é um jovem estudioso que vive com seus tios, Ben e May, desde que seus pais faleceram. Peter tem dificuldade em se relacionar com seus colegas, por ser tímido e por eles o considerarem um nerd. Até que, em uma demonstração científica, um acidente inesperado faz com que uma aranha modificada geneticamente pique Peter. A partir de então seu corpo é quimicamente alterado pela picada da aranha.",Universo Marvel (MCU)
Homem-Aranha: De Volta ao Lar,Filme,2017.0,https://image.tmdb.org/t/p/w500/1nkwRL17cAGO8A1yu3miRBdvOsl.jpg,"Depois de atuar ao lado dos Vingadores, chegou a hora de Peter Parker voltar para casa e para a sua vida, já não mais tão normal.",Universo Marvel (MCU)
Homem-Aranha: Sem Volta Para Casa,Filme,2021.0,https://image.tmdb.org/t/p/w500/xaKydnMw6wR1MBAjS5seGPVusbs.jpg,"Peter Parker é desmascarado e não consegue mais separar sua vida normal dos grandes riscos de ser um super-herói. Quando ele pede ajuda ao Doutor Estranho, os riscos se tornam ainda mais perigosos, e o forçam a descobrir o que realmente significa ser o Homem-Aranha...",Universo Marvel (MCU)
O Espetacular Homem-Aranha,Filme,2012.0,https://image.tmdb.org/t/p/w500/gxSsFBCFuDhVQMCuIDoZcmHOqlY.jpg,"Peter Parker está tentando saber mais sobre sua origem. Ele encontra uma pasta que pertenceu ao seu pai e quer descobrir por que seus pais desapareceram. Sua busca o leva a Oscorp e ao dr. Curt Connors, que tem como alterego o letal Lagarto.",Universo Marvel (MCU)
Homem-Aranha 3,Filme,2007.0,https://image.tmdb.org/t/p/w500/5831VrgpYNPEokBwxurLVpQ3twM.jpg,"O relacionamento entre Peter Parker e Mary Jane parece estar dando certo, mas outros problemas começam a surgir. A roupa de Homem-Aranha torna-se preta e acaba controlando Peter, que apesar de aumentar seus poderes, revela o lado obscuro de sua personalidade. Os vilões Venon e Homem-Areia tentam destruir o super-herói.",Universo Marvel (MCU)
Homem-Aranha: Através do Aranhaverso,Filme,2023.0,https://image.tmdb.org/t/p/w500/fBS6y0LYX4kU6pPSBYMdQy6SIHX.jpg,"Miles Morales retorna para o próximo capítulo da saga do Aranhaverso, uma aventura épica que transportará o Homem-Aranha em tempo integral e amigável do bairro do Brooklyn através do Multiverso para unir forças com Gwen Stacy e uma nova equipe de Homens-Aranha para enfrentar com um vilão mais poderoso do que qualquer coisa que eles já encontraram.",Universo Marvel (MCU)
Homem-Aranha: Longe de Casa,Filme,2019.0,https://image.tmdb.org/t/p/w500/tX0o4AdHpidgniTWwfzK0dNTKrc.jpg,"Peter Parker está em uma viagem de duas semanas pela Europa, ao lado de seus amigos de colégio, quando é surpreendido pela visita de Nick Fury. Convocado para mais uma missão heroica, ele precisa enfrentar vários vilões que surgem em cidades-símbolo do continente, como Londres, Paris e Veneza, e também a aparição do enigmático Mysterio.",Universo Marvel (MCU)
Spider-Man,Série,1978.0,https://image.tmdb.org/t/p/w500/jSQqKG77yfZUhhRr2El5mktLgIc.jpg,"Spider-Man (スパイダーマン Supaidāman) é uma live-action japonesa produzida pela Toei, baseado parcialmente no personagem da Marvel, Homem-Aranha. Ao todo, a série teve 41 episódios, exibidos no Tokyo Channel 12 entre 17 de maio de 1978 e 14 de março de 1979.",Universo Marvel (MCU)
Homem-Aranha: No Aranhaverso,Filme,2018.0,https://image.tmdb.org/t/p/w500/ybQSBSrINtjWsJQ6Ih8sva8HlEZ.jpg,"Miles Morales é um jovem negro do Brooklyn que se tornou o Homem-Aranha inspirado no legado de Peter Parker, já falecido. Entretanto, ao visitar o túmulo de seu ídolo em uma noite chuvosa, ele é surpreendido com a presença do próprio Peter, vestindo o traje do herói aracnídeo sob um sobretudo. A surpresa fica ainda maior quando Miles descobre que ele veio de uma dimensão paralela, assim como outras variações do Homem-Aranha.",Universo Marvel (MCU)
O Espetacular Homem-Aranha 2: A Ameaça de Electro,Filme,2014.0,https://image.tmdb.org/t/p/w500/cyMz4OfmNqpuQ02QQOQCbGxQjwK.jpg,"O jovem Peter Parker está fascinado com as habilidades que adquiriu como Homem-Aranha. Agora, ele precisa lidar com dois problemas: o retorno de um velho amigo, Harry Osborn, e a chegada de um vilão mais forte e poderoso, Electro.",Universo Marvel (MCU)
Homem-Aranha 2,Filme,2004.0,https://image.tmdb.org/t/p/w500/xB05Gyeo2w4RBwt7nZlPkjZzt9X.jpg,"Dois anos se passaram desde que o tranquilo Peter Parker separou-se do grande amor de sua vida, Mary Jane Watson, e decidiu assumir o compromisso e a responsabilidade de seguir sendo o Homem-Aranha. Peter enfrenta novos desafios enquanto aprende a lidar com ""seu dom e sua maldição"", tentando desesperadamente harmonizar suas duas identidades: A do super-herói aracnídeo, o Homem-Aranha, e a do estudante universitário.",Universo Marvel (MCU)
Seu Amigão da Vizinhança: Homem-Aranha,Série,2025.0,https://image.tmdb.org/t/p/w500/fEhEJowHEcWgqWknxwbdsiHyGty.jpg,"Uma série animada que segue Peter Parker em seu caminho para se tornar o Homem-Aranha no MCU, com uma jornada como nunca vimos e um estilo que celebra as raízes dos primeiros quadrinhos do personagem.",Universo Marvel (MCU)
Ultimate Homem-Aranha,Série,2012.0,https://image.tmdb.org/t/p/w500/aoZxQsP5qbWYM5ziXDK5bNpuhyi.jpg,"Peter Parker tornou-se Homem-Aranha há dois anos, e Nick Fury, diretor da S.H.I.E.L.D., oferece a Peter a chance de treinar e se tornar o ""Ultimate Homem-Aranha"", trabalhando ao lado de quatro colegas super-heróis adolescentes.",Universo Marvel (MCU)
Homem-Aranha: Ação Sem Limites ,Série,1999.0,https://image.tmdb.org/t/p/w500/rxandEoW2PKOKwWtOenAsZ5lClg.jpg,"O Coronel John Jameson viaja para a Contra-Terra, um mundo duplicado da Terra. Peter Parker descobre que Venom e Carnificina embarcaram secretamente no foguete. Após o lançamento, o público acredita que o Homem-Aranha sabotou a missão, e o Clarim Diário oferece uma recompensa por sua captura. Na Contra-Terra, o Aranha encontra o Alto Evolucionário, criador dos Bestiais — seres meio humanos, meio animais — que dominam o planeta. John se junta a uma rebelião humana contra eles, enquanto Venom e Carnificina formam uma colônia simbiótica chamada Sinótico. Cabe ao Homem-Aranha impedir o Sinótico e encerrar a guerra entre humanos e Bestiais.",Universo Marvel (MCU)
Thor,Filme,2011.0,https://image.tmdb.org/t/p/w500/aEV9QmgBqjRTdjsvdCgdK89tavQ.jpg,"Como filho de Odin, rei dos deuses nórdicos, Thor logo herdará o trono de Asgard de seu idoso pai. Porém, no dia de sua coroação, Thor reage com brutalidade quando os inimigos dos deuses entram no palácio violando o tratado. Como punição, Odin manda Thor para a Terra. Enquanto seu irmão Loki conspira em Asgard, Thor, agora sem seus poderes, enfrenta sua maior ameaça.",Universo Marvel (MCU)
Thor: Ragnarok,Filme,2017.0,https://image.tmdb.org/t/p/w500/2K45Fp6koAVoeeYS6aMb9BeNt4F.jpg,"Thor está preso do outro lado do universo. Ele precisa correr contra o tempo para voltar a Asgard e parar Ragnarok, a destruição de seu mundo, que está nas mãos da poderosa e implacável vilã Hela.",Universo Marvel (MCU)
Thor: Amor e Trovão,Filme,2022.0,https://image.tmdb.org/t/p/w500/8gdBMIYwPPxp3b9FjY9yCxme5Rs.jpg,"Thor parte em uma jornada de autodescoberta, diferente de tudo que ele já enfrentou. Mas seus esforços são interrompidos por um assassino galáctico conhecido como Gorr, o Carniceiro dos Deuses, que busca a extinção dos deuses. Para combater esta ameaça, Thor pede a ajuda da Rei Valquíria, Korg e da ex-namorada Jane Foster, que, para a surpresa de Thor, inexplicavelmente empunha seu mágico martelo, Mjolnir, como a Poderosa Thor. Juntos, eles embarcam em uma angustiante aventura cósmica para descobrir o mistério da vingança do Carniceiro dos Deuses e detê-lo antes que seja tarde demais.",Universo Marvel (MCU)
Thor: O Mundo Sombrio,Filme,2013.0,https://image.tmdb.org/t/p/w500/9qdqXIx2neypuT1kWKCTI2vsO4q.jpg,"Thor precisa contar com a ajuda de seus companheiros e até de seu traiçoeiro irmão Loki em um plano audacioso para salvar o universo. Entretanto, os caminhos de Thor se cruzam com Jane Foster e, dessa vez, a vida dela está realmente em perigo.",Universo Marvel (MCU)
Marvel One Shot: Equipe Thor: Primeira Parte,Filme,2016.0,https://image.tmdb.org/t/p/w500/rx2ZechQloDJIk3LUL7MCwl97Bm.jpg,Este pequeno documentário humorístico sugere o que Thor poderia estar fazendo enquanto o resto dos Vingadores estavam lutando entre si em Capitão América: Guerra Civil da Marvel.,Universo Marvel (MCU)
Thor: A Lenda de Valhalla,Filme,2011.0,https://image.tmdb.org/t/p/w500/wiGjq96N1oGpFLCnBLO7Tu65BcM.jpg,"Thor, um jovem ferreiro sonha com grandeza, honra e respeito. Diz a lenda que ele é filho de Ódin, o Rei dos Deuses, e todos acreditam que ele vive sob sua proteção. O que ninguém sabe é que Hel, a Rainha do Mundo Subterrâneo, está preparando um plano maléfico que põe em perigo os humanos e os deuses. Por acidente , ou talvez por obra do destino, a arma mais poderosa do mundo, o Martelo Esmagador, acaba nas mãos de Thor. Quando os gigantes arrasam a sua terra, capturando a melhor amiga de Thor, ele terá que aprender a usar a sua nova arma para ter alguma chance de vitória na batalha contra as forças do mal.",Universo Marvel (MCU)
Thor & Loki: Irmãos de Sangue,Série,2011.0,https://image.tmdb.org/t/p/w500/tvd33sRfEEf4fBlyqxTI62wY9qF.jpg,"Inspirado pela aclamada Graphic Novel de Robert Rodi e Esad Ribic. A Marvel Knights lança mais uma animação arrasadora. Thor e Loki, são irmãos na terra mítica de Asgard e aparentemente sempre inimigos. Mas por que Loki odeia tanto o seu irmão Thor? E será que o Mestre da Traição não é realmente o vilão rotulado? O desejo insaciável de Loki pelo poder e sua rixa com Thor adquirem um novo significado neste épico nórdico.",Universo Marvel (MCU)
Marvel One-Shot: Equipe Thor: Segunda Parte,Filme,2017.0,https://image.tmdb.org/t/p/w500/7FI0FZP7O0gP132gLQhH9J3EOQZ.jpg,Veja mais da parceria hilária entre Thor e seu colega de quarto Darryl.,Universo Marvel (MCU)
"Thor, o Conquistador",Filme,1983.0,https://image.tmdb.org/t/p/w500/uZUHoBmPCE4Px19SJqUQAQNXfGc.jpg,"Uma tentativa de se fazer em filme o sucesso do personagem Thor, O Deus do Trovão originalmente em história em quadrinhos. Ele vai em busca da espada mágica a qual tem muitos poderes e pertência ao seu pai. Nesta busca nosso herói se envolvera em muitas aventuras e perigos para atingir seu intento, e terá a ajuda de um bruxo da floresta. Thor é um guerreiro, criado por um homem pássaro, depois que seus pais caíram prisioneiros do tirano Gnutt. Quando seu tutor morre, Thor parte em busca da espada de seu pai e da semente dourada, enfrentando perigos desconhecidos e o terrível Gnutt. Esta é uma produção italiana.",Universo Marvel (MCU)
Hulk vs. Thor,Filme,2009.0,https://image.tmdb.org/t/p/w500/4NS7L9xtGEOsZA0gnqdQBI7QiXu.jpg,"No filme Hulk Vs. Thor, Em Asgard, reino dos deuses, Loki tenta uma maneira de derrotar seu meio-irmão Thor. Mas para superar Thor em um batalha, em todos os nove reinos, só uma criatura pôde se emparelhar com sua força, uma fera mortal de Midgard conhecida como O Incrível Hulk. Sem Odin por perto, já que o rei todo-poderoso dos deuses está em seu sono regenerativo. Loki está finalmente pronto para por em prática seu plano. Ima batalha épica entre deuses e monstros será travada e O Poderoso Thor terá seu mais mortal teste. Quem prevalecerá?",Universo Marvel (MCU)
Almighty Thor,Filme,2011.0,https://image.tmdb.org/t/p/w500/tU61BDSUdYIG33BO65vbCCqZYr7.jpg,,Universo Marvel (MCU)
I Am Thor,Filme,2015.0,https://image.tmdb.org/t/p/w500/t5FhxKfIbSvn4fiq7nCcGL8AA3O.jpg,,Universo Marvel (MCU)
Thor: Deus do Trovão,Filme,2022.0,https://image.tmdb.org/t/p/w500/urR3KZdTIIdB8OrdVxScRkuSRo9.jpg,"O tio vilão de Thor, Loki, escapou de Asgard para procurar Yggdrasil - A Árvore dos Nove Reinos. A árvore detém o poder do Universo e está escondida na Terra. Com a ajuda do deus lobo gigante Fenrir, Loki planeja destruir a árvore e replantá-la à sua imagem, dando-lhe domínio sobre tudo. Agora Thor deve seguir Loki para a Terra para travar uma batalha épica que manterá os dois mundos em equilíbrio.",Universo Marvel (MCU)
Thor: O Filho de Asgard,Filme,2011.0,https://image.tmdb.org/t/p/w500/hX7HXW3ylC24ytgXxVToLggwnfm.jpg,"Antes de Thor usar seu poderoso martelo, ele lidera uma missão para encontrar a mística Espada Perdida de Surtur. Junto com ele estão seu irmão Loki, feiticeiro promissor, e os lendários Três Guerreiros.",Universo Marvel (MCU)
THOR tv,Série,2016.0,,,Universo Marvel (MCU)
Thor: From Asgard to Earth,Filme,2011.0,https://image.tmdb.org/t/p/w500/gSg1FmnASwtzyvQFC9AfCJPbGuV.jpg,,Universo Marvel (MCU)
Nos Bastidores de Thor: Amor e Trovão,Filme,2022.0,https://image.tmdb.org/t/p/w500/zueDI0wfGz7AO0OFoKClMpJW1c3.jpg,"Junte-se a Taika Waititi, Chris Hemsworth, Natalie Portman, Christian Bale e Tessa Thompson, que compartilham os segredos por trás da criação de Thor: Amor e Trovão. Por meio de entrevistas detalhadas com o elenco e a equipe, além de imagens e filmagens inéditas do set e muito mais, Avante revela os bastidores do quarto filme do Deus do Trovão.",Universo Marvel (MCU)
